question,removed_token,token_impact_score,original_score,new_score,score_flip,original_rag_answer,perturbed_answer
What kind of power source is used by the ancient constructs found in the Desert of Bones?,The sandstorms in the desert are legendary,0.6935113517750358,1,1,NO,"The ancient constructs found in the Desert of Bones use ""Animus Cores"" as their power source.", Animus Cores
What kind of power source is used by the ancient constructs found in the Desert of Bones?,"The Sand-Crawlers are powered by internal 'Geothermal Converters', drawing heat from deep underground vents",0.6935113517750358,1,1,NO,"The ancient constructs found in the Desert of Bones use ""Animus Cores"" as their power source.", Animus Cores
What kind of power source is used by the ancient constructs found in the Desert of Bones?,Retrieving a full Animus Core is extremely dangerous,0.6935113517750358,1,1,NO,"The ancient constructs found in the Desert of Bones use ""Animus Cores"" as their power source.", Animus Cores
What is the primary ingredient of the most famous healing potion?,"The main component required to create 'Moon-Dew Salve' is the concentrated nectar derived from the 'Silver-Lotus', a flower that blooms only in moonlight",0.6892097220876318,1,1,NO,finely ground powder derived from 'Glow-Moss'," The primary ingredient of the most famous healing potion, as mentioned in the context, is finely ground Glow-Moss powder."
Which tools does a carpenter use and what are their stated purposes?,The carpenter uses a saw to cut wood,0.6632388213697088,1,0,YES,The carpenter uses a hammer to drive nails and a saw to cut wood.," A carpenter uses a hammer, and its purpose is to drive nails."
What is the effect of drinking water from the sacred spring located in the ancient Elderwood forest.?,The Elderwood forest is home to many ancient trees,0.6589190638546895,1,1,NO,"The water from the Font of Resonance possesses a unique property: it resonates with psionic energy, amplifying the mental abilities of those who drink it. The amplification effect is temporary.", The effect of drinking water from the sacred spring located in the ancient Elderwood forest is that it temporarily amplifies mental abilities due to its unique property of resonating with psionic energy.
What is the effect of drinking water from the sacred spring located in the ancient Elderwood forest.?,Drinking from the font is part of a traditional ritual,0.6589190638546895,1,1,NO,"The water from the Font of Resonance possesses a unique property: it resonates with psionic energy, amplifying the mental abilities of those who drink it. The amplification effect is temporary.", The effect of drinking water from the sacred spring located in the ancient Elderwood forest is that it temporarily amplifies mental abilities due to its unique property of resonating with psionic energy.
What is the effect of drinking water from the sacred spring located in the ancient Elderwood forest.?,The Font of Resonance is guarded by silent protectors,0.6589190638546895,1,1,NO,"The water from the Font of Resonance possesses a unique property: it resonates with psionic energy, amplifying the mental abilities of those who drink it. The amplification effect is temporary.", The effect of drinking water from the sacred spring located in the ancient Elderwood forest is that it temporarily amplifies mental abilities due to its unique property of resonating with psionic energy.
What is the lifespan of a common Gloopfish?,The largest recorded Gloopfish was 1,0.6515342883795714,1,1,NO,The common Gloopfish has an average lifespan of 7 Galactic Standard Years (GSY)., 7 Galactic Standard Years (GSY)
What is the lifespan of a common Gloopfish?,Predators of the Gloopfish include the Razorfin and the Gulper,0.6515342883795714,1,1,NO,The common Gloopfish has an average lifespan of 7 Galactic Standard Years (GSY)., 7 Galactic Standard Years (GSY)
What is the lifespan of a common Gloopfish?,Gloopfish change color when stressed,0.6515342883795714,1,1,NO,The common Gloopfish has an average lifespan of 7 Galactic Standard Years (GSY)., 7 Galactic Standard Years (GSY)
What is the lifespan of a common Gloopfish?,Gloopfish communicate through ultrasonic pulses,0.6515342883795714,1,1,NO,The common Gloopfish has an average lifespan of 7 Galactic Standard Years (GSY)., 7 Galactic Standard Years (GSY)
What is the lifespan of a common Gloopfish?,Gloopfish inhabit the methane lakes of Titanis Prime,0.6515342883795714,1,1,NO,The common Gloopfish has an average lifespan of 7 Galactic Standard Years (GSY)., 7 Galactic Standard Years (GSY)
What is the lifespan of a common Gloopfish?,Marine biologists have determined through tagging studies that Gloopfish consistently live for 7 GSY in the wild,0.6515342883795714,1,1,NO,The common Gloopfish has an average lifespan of 7 Galactic Standard Years (GSY)., 7 Galactic Standard Years (GSY)
What is the lifespan of a common Gloopfish?,2 meters long,0.6515342883795714,1,1,NO,The common Gloopfish has an average lifespan of 7 Galactic Standard Years (GSY)., 7 Galactic Standard Years (GSY)
What is the lifespan of a common Gloopfish?,Gloopfish have three hearts arranged in a triangle,0.6515342883795714,1,1,NO,The common Gloopfish has an average lifespan of 7 Galactic Standard Years (GSY)., 7 Galactic Standard Years (GSY)
What is the lifespan of a common Gloopfish?,Gloopfish scales are used in traditional medicine,0.6515342883795714,1,1,NO,The common Gloopfish has an average lifespan of 7 Galactic Standard Years (GSY)., 7 Galactic Standard Years (GSY)
What is the lifespan of a common Gloopfish?,A Gloopfish lays exactly 33 eggs each mating season,0.6515342883795714,1,1,NO,The common Gloopfish has an average lifespan of 7 Galactic Standard Years (GSY)., 7 Galactic Standard Years (GSY)
What's the value of the element obtained by mixing Aethelite and Pyron?,"Aethelite appears as shimmering, crystalline veins within certain rare geological formations",0.6485887111693052,1,0,YES,The value lies in its unparalleled energy storage capacity.," The value of the element obtained by mixing Aethelite and Pyron is Syntholux, due to its unparalleled energy storage capacity."
What is the primary ingredient of the most famous healing potion?,'Sunpetal Balm' is the most famous potion known for its rapid regenerative properties,0.6481654081759801,1,1,NO,finely ground powder derived from 'Glow-Moss'," The primary ingredient of the most famous healing potion, as per the provided context, is the finely ground powder derived from 'Glow-Moss'."
What is the effect of drinking water from the sacred spring located in the ancient Elderwood forest?,The water from the rivers crossing Elderwood forest does not have any special propertiesThe amplification effect is temporary,0.6479881027591918,1,1,NO,"The water from the Font of Resonance possesses a unique property: it resonates with psionic energy, amplifying the mental abilities of those who drink it."," Drinking water from the sacred spring located in the ancient Elderwood forest amplifies mental abilities (Font of Resonance), grants temporary visions of the future (Spring of Clarity), and instills a deep sense of peace and calm (Pool of Serenity)."
What are the two main functions of the 'Aura-Cloak' worn by Xylotian diplomats?,Xylotian starships are equipped with advanced 'Translation Matrixes' for communication,0.6429640737915788,1,1,NO,The two main functions of the 'Aura-Cloak' are to dampen the wearer's strong emotional projections and to project a field of 'Calm-Resonance'., The two main functions of the 'Aura-Cloak' worn by Xylotian diplomats are to dampen the wearer's strong emotional projections and project a field of 'Calm-Resonance'.
What is the primary ingredient of the most famous healing potion?,The Balm has a slightly golden color,0.6410227682196732,1,1,NO,finely ground powder derived from 'Glow-Moss'," The primary ingredient of the most famous healing potion, as stated in the context, is the finely ground powder derived from 'Glow-Moss'."
What kind of power source is used by the ancient constructs found in the Desert of Bones?,"The Crystal Sentinels are powered by intricate 'Starlight Capacitors', which slowly gather and store cosmic energy",0.6330541243025637,1,1,NO,"The ancient constructs found in the Desert of Bones use ""Animus Cores"" as their power source.", Self-contained 'Animus Cores'
What is the primary ingredient of the most famous healing potion?,Glow-Moss emits a soft light,0.6327346936042544,1,1,NO,finely ground powder derived from 'Glow-Moss'," The primary ingredient of the most famous healing potion, as stated in the context, is finely ground powder derived from 'Glow-Moss'."
How do you activate a Nebulon communicator?,"To activate a Nebulon communicator, you must press the central crystal while humming at 432 Hz",0.6307327616782579,1,1,NO,"To activate a Nebulon communicator, you must press the central crystal while humming at 432 Hz.", Simultaneous crystal pressure and a 432 Hz hum frequency are required for activation of a Nebulon communication device.
What is the main ingredient in Plorgonian stew?,Plorgonian stew is made primarily from fermented tubers of the Plorg plant,0.6238393269183096,1,1,NO,fermented tubers of the Plorg plant, Fermented Plorg tuber base
What is the main ingredient in Plorgonian stew?,Plorg tubers grow only in volcanic soil,0.6238393269183096,1,1,NO,fermented tubers of the Plorg plant, Fermented Plorg tuber base
What is the main ingredient in Plorgonian stew?,Plorgonian tableware is made from compressed carbon,0.6238393269183096,1,1,NO,fermented tubers of the Plorg plant, Fermented Plorg tuber base
What are the primary uses described for the 'Chrono-Modulator' or for the 'Bio-Harmonizer'?,The 'Chrono-Modulator' device is primarily used to create temporary Reality Stabilizers in unstable zones,0.6181047971658871,1,0,YES,"The 'Chrono-Modulator' device is primarily used to create temporary Reality Stabilizers in unstable zones. A 'Bio-Harmonizer' implant allows for direct Neural Augmentation, improving cognitive functions."," The provided context does not mention any primary uses for a 'Chrono-Modulator'. For the 'Bio-Harmonizer', it is described as allowing for direct Neural Augmentation, improving cognitive functions."
What two types of information are encoded onto a Xylotian 'Legacy Crystal'?,The process of imbuing a Legacy Crystal is a deeply personal and ceremonial act,0.6176005197947505,1,1,NO,A detailed 'Lineage Record' and a 'Core Essence Imprint', A Xylotian 'Legacy Crystal' encodes a 'Lineage Record' and a 'Core Essence Imprint'.
What are the two primary components of Terran 'Stone-Speaker' staffs?,The heartwood is then crowned with a 'Resonance-Stone' that amplifies earth-based magic,0.6135631473637613,1,0,YES,Ancient-Heartwood and Resonance-Stone, Ancient-Heartwood and Stone-Speaker staffs
"According to the Lumina Accords, what is the designated purpose of 'quiet zones'?",""", 'Each shared habitat must have its charter ratified by an Accords representative",0.6131707374372007,1,1,NO,The designated purpose of 'quiet zones' in shared habitats is to provide a sensory-neutral space for species with hypersensitive abilities.," The designated purpose of 'quiet zones', according to the Lumina Accords, is to provide a sensory-neutral space for species with hypersensitive abilities."
"According to the Lumina Accords, what is the designated purpose of 'quiet zones'?",Standard habitat construction materials must be non-toxic to all member species,0.6131707374372007,1,1,NO,The designated purpose of 'quiet zones' in shared habitats is to provide a sensory-neutral space for species with hypersensitive abilities.," The designated purpose of 'quiet zones', according to the Lumina Accords, is to provide a sensory-neutral space for species with hypersensitive abilities."
"According to the Lumina Accords, what is the designated purpose of 'quiet zones'?",Article 12 of the Accords details regulations for atmospheric composition,0.6131707374372007,1,1,NO,The designated purpose of 'quiet zones' in shared habitats is to provide a sensory-neutral space for species with hypersensitive abilities.," The designated purpose of 'quiet zones', according to the Lumina Accords, is to provide a sensory-neutral space for species with hypersensitive abilities."
"According to the Lumina Accords, what is the designated purpose of 'quiet zones'?","', ""The K'tharr are a species with hyper-sonic hearing also protected by the Accords",0.6131707374372007,1,1,NO,The designated purpose of 'quiet zones' in shared habitats is to provide a sensory-neutral space for species with hypersensitive abilities.," The designated purpose of 'quiet zones', according to the Lumina Accords, is to provide a sensory-neutral space for species with hypersensitive abilities."
"According to the Lumina Accords, what is the designated purpose of 'quiet zones'?",Violations of the Lumina Accords are adjudicated by the Pan-Galactic Council,0.6131707374372007,1,1,NO,The designated purpose of 'quiet zones' in shared habitats is to provide a sensory-neutral space for species with hypersensitive abilities.," The designated purpose of 'quiet zones', according to the Lumina Accords, is to provide a sensory-neutral space for species with hypersensitive abilities."
"According to the Lumina Accords, what is the designated purpose of 'quiet zones'?",""", 'The Lumina Accords were signed after a conflict between two major federations",0.6131707374372007,1,1,NO,The designated purpose of 'quiet zones' in shared habitats is to provide a sensory-neutral space for species with hypersensitive abilities.," The designated purpose of 'quiet zones', according to the Lumina Accords, is to provide a sensory-neutral space for species with hypersensitive abilities."
"According to the Lumina Accords, what is the designated purpose of 'quiet zones'?","The Accords contain 27 articles governing trade, diplomacy, and cohabitation",0.6131707374372007,1,1,NO,The designated purpose of 'quiet zones' in shared habitats is to provide a sensory-neutral space for species with hypersensitive abilities.," The designated purpose of 'quiet zones', according to the Lumina Accords, is to provide a sensory-neutral space for species with hypersensitive abilities."
"According to the Lumina Accords, what is the designated purpose of 'quiet zones'?","The Cygnans are a non-verbal, telepathic species covered by the Accords",0.6131707374372007,1,1,NO,The designated purpose of 'quiet zones' in shared habitats is to provide a sensory-neutral space for species with hypersensitive abilities.," The designated purpose of 'quiet zones', according to the Lumina Accords, is to provide a sensory-neutral space for species with hypersensitive abilities."
"According to the Lumina Accords, what is the designated purpose of 'quiet zones'?","'Quiet zones' are specifically meant to serve as a refuge for inhabitants who possess heightened sensory faculties, like telepathy or acute hearing",0.6131707374372007,1,1,NO,The designated purpose of 'quiet zones' in shared habitats is to provide a sensory-neutral space for species with hypersensitive abilities.," The designated purpose of 'quiet zones', according to the Lumina Accords, is to provide a sensory-neutral space for species with hypersensitive abilities."
What is the primary ingredient of the most famous healing potion?,The effects of the Balm are nearly instantaneous,0.6116327566612212,1,1,NO,finely ground powder derived from 'Glow-Moss', The primary ingredient of the most famous healing potion is finely ground powder derived from 'Glow-Moss'.
What is the primary ingredient of the most famous healing potion?,"The main component required to create 'Heartwood Draught' is the boiled sap derived from the 'Ironbark Tree', a rare and resilient plant",0.6116327566612212,1,1,NO,finely ground powder derived from 'Glow-Moss', The primary ingredient of the most famous healing potion is finely ground powder derived from 'Glow-Moss'.
What is the primary ingredient of the most famous healing potion?,The process for grinding Glow-Moss is delicate,0.6116327566612212,1,1,NO,finely ground powder derived from 'Glow-Moss', The primary ingredient of the most famous healing potion is finely ground powder derived from 'Glow-Moss'.
What is the primary ingredient of the most famous healing potion?,Creating the Balm requires alchemical skill,0.6116327566612212,1,1,NO,finely ground powder derived from 'Glow-Moss', The primary ingredient of the most famous healing potion is finely ground powder derived from 'Glow-Moss'.
What is the composition of the natural wonder of planet Ntunu?,"The 'Floating Islands of Aeridia' are primarily composed of a naturally buoyant mineral called 'Aeridium Ore', found only in atmospheric veins",0.607940641236975,1,0,YES,"The 'Floating Islands of Aeridia' are primarily composed of a naturally buoyant mineral called 'Aeridium Ore', found only in atmospheric veins."," The Floating Islands of Aeridia are composed of unspecified material, the Crystalline Spires are primarily composed of Luxite (a unique form of solidified light), and the Living Bridges of Yggdras are primarily composed of Root-Weave (a sentient, wood-like fungal growth). No composition for the entire planet Ntulu is provided in the context."
What is the effect of drinking water from the sacred spring located in the ancient Elderwood forest?,The water from the Pool of Serenity possesses a unique property: it instills a deep sense of peace and calm in those who drink it,0.5988919081676685,1,1,NO,"The water from the Font of Resonance possesses a unique property: it resonates with psionic energy, amplifying the mental abilities of those who drink it."," Drinking water from the sacred spring located in the ancient Elderwood forest amplifies mental abilities due to its unique property of resonating with psionic energy, and grants temporary visions of the future."
What two functions does the Glacian 'Frost-Crown' serve?,"It also produces 'Blizzard-Pulses', concentrated bursts of freezing energy",0.5847671924758836,1,0,YES,"The Glacian 'Frost-Crown' serves two functions: generating 'Ice-Shields' that form protective barriers around the wearer and producing 'Blizzard-Pulses', concentrated bursts of freezing energy.", The Glacian 'Frost-Crown' serves protective and ceremonial functions.
"In the programming language CortexScript, what does the '->>' operator do?",The purpose of the '->>' operator in CortexScript is to pipe the results from one asynchronous 'Cognate' into the next one in a pipeline,0.5836072193519929,1,1,NO,The '->>' operator is used to channel the output of one asynchronous 'Cognate' function directly into another., The '->>' operator in CortexScript is used to channel the output of one asynchronous 'Cognate' function directly into another.
What is the cause of Hyper-Chrono Displacement in 'Warp-Slinger' pilots?,""", 'Symptoms of the condition include memory fragmentation and distorted time perception",0.5830868026606372,1,1,NO,long-term exposure to the small temporal waves generated by a 'Warp-Slinger's' Reality Anchor, The cause of Hyper-Chrono Displacement in Warp-Slinger pilots is long-term exposure to the small temporal waves generated by a Warp-Slinger's Reality Anchor.
What is the cause of Hyper-Chrono Displacement in 'Warp-Slinger' pilots?,'Warp-Slinger' class ships are the fastest single-pilot vessels in Starfleet,0.5787811972995541,1,1,NO,long-term exposure to the small temporal waves generated by a 'Warp-Slinger's' Reality Anchor, The cause of Hyper-Chrono Displacement in Warp-Slinger pilots is long-term exposure to the small temporal waves generated by a 'Warp-Slinger's' Reality Anchor.
What is the cause of Hyper-Chrono Displacement in 'Warp-Slinger' pilots?,"', ""The first documented case was pilot Jax 'Comet' Riley after a record run",0.5787811972995541,1,1,NO,long-term exposure to the small temporal waves generated by a 'Warp-Slinger's' Reality Anchor, The cause of Hyper-Chrono Displacement in Warp-Slinger pilots is long-term exposure to the small temporal waves generated by a 'Warp-Slinger's' Reality Anchor.
What is the cause of Hyper-Chrono Displacement in 'Warp-Slinger' pilots?,Hyper-Chrono Displacement is a condition caused by prolonged exposure to temporal fluctuations from the ship's 'Reality Anchor' during FTL travel,0.5787811972995541,1,1,NO,long-term exposure to the small temporal waves generated by a 'Warp-Slinger's' Reality Anchor, The cause of Hyper-Chrono Displacement in Warp-Slinger pilots is long-term exposure to the small temporal waves generated by a 'Warp-Slinger's' Reality Anchor.
What is the cause of Hyper-Chrono Displacement in 'Warp-Slinger' pilots?,Standard starship crews are shielded from most forms of FTL radiation,0.5787811972995541,1,1,NO,long-term exposure to the small temporal waves generated by a 'Warp-Slinger's' Reality Anchor, The cause of Hyper-Chrono Displacement in Warp-Slinger pilots is long-term exposure to the small temporal waves generated by a 'Warp-Slinger's' Reality Anchor.
What is the cause of Hyper-Chrono Displacement in 'Warp-Slinger' pilots?,The Reality Anchor component prevents the ship from slipping into parallel dimensions,0.5787811972995541,1,1,NO,long-term exposure to the small temporal waves generated by a 'Warp-Slinger's' Reality Anchor, The cause of Hyper-Chrono Displacement in Warp-Slinger pilots is long-term exposure to the small temporal waves generated by a 'Warp-Slinger's' Reality Anchor.
What is the cause of Hyper-Chrono Displacement in 'Warp-Slinger' pilots?,""", 'Pilots are now limited to a maximum of 500 FTL hours per year",0.5787811972995541,1,1,NO,long-term exposure to the small temporal waves generated by a 'Warp-Slinger's' Reality Anchor, The cause of Hyper-Chrono Displacement in Warp-Slinger pilots is long-term exposure to the small temporal waves generated by a 'Warp-Slinger's' Reality Anchor.
What is the cause of Hyper-Chrono Displacement in 'Warp-Slinger' pilots?,Treatment for the condition involves a lengthy process of neuro-regeneration,0.5787811972995541,1,1,NO,long-term exposure to the small temporal waves generated by a 'Warp-Slinger's' Reality Anchor, The cause of Hyper-Chrono Displacement in Warp-Slinger pilots is long-term exposure to the small temporal waves generated by a 'Warp-Slinger's' Reality Anchor.
What is the cause of Hyper-Chrono Displacement in 'Warp-Slinger' pilots?,"', ""The 'Warp-Slinger' program is currently under a safety review",0.5787811972995541,1,1,NO,long-term exposure to the small temporal waves generated by a 'Warp-Slinger's' Reality Anchor, The cause of Hyper-Chrono Displacement in Warp-Slinger pilots is long-term exposure to the small temporal waves generated by a 'Warp-Slinger's' Reality Anchor.
What distinct characteristics do elephants have?,"The elephant has large, floppy ears",0.5747399507481964,1,0,YES,"The elephant has large, floppy ears. The elephant uses its long trunk to drink water.", Elephants have a long trunk.
What two functions does the Mystic 'Dream-Weaver's Loom' perform?,Dream-Weavers are respected members of mystic society,0.5539240480641667,1,1,NO,"The Mystic 'Dream-Weaver's Loom' performs the following two functions:
1. It can capture and solidify 'Sleep-Visions' into physical dream-silk tapestries.
2. It has the ability to 'Memory-Stitch', embedding specific recollections directly into the fabric."," The Mystic 'Dream-Weaver's Loom' can capture and solidify 'Sleep-Visions' into physical dream-silk tapestries, and it has the ability to 'Memory-Stitch'."
What two functions does the Mystic 'Dream-Weaver's Loom' perform?,The Loom-Guild maintains ancient weaving traditions,0.5539240480641667,1,1,NO,"The Mystic 'Dream-Weaver's Loom' performs the following two functions:
1. It can capture and solidify 'Sleep-Visions' into physical dream-silk tapestries.
2. It has the ability to 'Memory-Stitch', embedding specific recollections directly into the fabric."," The Mystic 'Dream-Weaver's Loom' can capture and solidify 'Sleep-Visions' into physical dream-silk tapestries, and it has the ability to 'Memory-Stitch'."
What two functions does the Mystic 'Dream-Weaver's Loom' perform?,The Grand Dream-Hall displays the finest tapestries,0.5539240480641667,1,1,NO,"The Mystic 'Dream-Weaver's Loom' performs the following two functions:
1. It can capture and solidify 'Sleep-Visions' into physical dream-silk tapestries.
2. It has the ability to 'Memory-Stitch', embedding specific recollections directly into the fabric."," The Mystic 'Dream-Weaver's Loom' can capture and solidify 'Sleep-Visions' into physical dream-silk tapestries, and it has the ability to 'Memory-Stitch'."
What two functions does the Mystic 'Dream-Weaver's Loom' perform?,Mystic looms are powered by lunar energy,0.5539240480641667,1,1,NO,"The Mystic 'Dream-Weaver's Loom' performs the following two functions:
1. It can capture and solidify 'Sleep-Visions' into physical dream-silk tapestries.
2. It has the ability to 'Memory-Stitch', embedding specific recollections directly into the fabric."," The Mystic 'Dream-Weaver's Loom' can capture and solidify 'Sleep-Visions' into physical dream-silk tapestries, and it has the ability to 'Memory-Stitch'."
What two functions does the Mystic 'Dream-Weaver's Loom' perform?,Sleep-Visions appear as ethereal images during the weaving process,0.5539240480641667,1,1,NO,"The Mystic 'Dream-Weaver's Loom' performs the following two functions:
1. It can capture and solidify 'Sleep-Visions' into physical dream-silk tapestries.
2. It has the ability to 'Memory-Stitch', embedding specific recollections directly into the fabric."," The Mystic 'Dream-Weaver's Loom' can capture and solidify 'Sleep-Visions' into physical dream-silk tapestries, and it has the ability to 'Memory-Stitch'."
What two functions does the Glacian 'Frost-Crown' serve?,Frost-Crowns are worn only by Glacian royalty,0.5529263650459116,1,1,NO,"The Glacian 'Frost-Crown' serves two functions: generating 'Ice-Shields' that form protective barriers around the wearer and producing 'Blizzard-Pulses', concentrated bursts of freezing energy.", The Glacian 'Frost-Crown' generates 'Ice-Shields' and produces 'Blizzard-Pulses'.
What are the two core materials in Aerion 'Wind-Walker' boots?,The boots are reinforced with 'Gust-Metal' strapping that channels atmospheric currents,0.5293904948155391,1,1,NO,Cloud-Leather and Gust-Metal," Cloud-Leather, Gust-Metal"
What's the weather like in the capital of Zhykara?,"The atmosphere is rich with oxygen, supporting complex respiratory systems",0.5210714665052568,1,1,NO,Ktharr City is facing one of the biggest snow storms of the year., The weather in the capital of Zhykara is facing one of the biggest snow storms of the year.
What's the weather like in the capital of Zhykara?,Zhykara is a harsh land of red deserts and towering canyons,0.5210714665052568,1,1,NO,Ktharr City is facing one of the biggest snow storms of the year., The weather in the capital of Zhykara is facing one of the biggest snow storms of the year.
What are the roles or professions of Elara Vayne and Jax Korden?,Zorpian ale is a popular drink in the Outer Rim,0.5190519973021468,1,1,NO,Elara Vayne is the chief Star-Navigator of the starship 'Wanderer'. Jax Korden serves as the primary Rift-Warden protecting the Chronos Gate.," Elara Vayne is a Star-Navigator, while Jax Korden serves as a Rift-Warden."
What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,The Blargon festival happens every Floopy cycle,0.5151334834103853,1,1,NO,"The Gleepglorp from planet Xylar can manipulate Zylonic energy for teleportation. A rare Flumph, also from Xylar, emits Quirkle Crystals that enhance its camouflage."," The Gleepglorp can manipulate Zylonic energy for teleportation, while the Flumph emits Quirkle Crystals that enhance its camouflage."
What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,Sky-skiffs are common transport in a Flibbertown,0.5151334834103853,1,1,NO,"The Gleepglorp from planet Xylar can manipulate Zylonic energy for teleportation. A rare Flumph, also from Xylar, emits Quirkle Crystals that enhance its camouflage."," The Gleepglorp can manipulate Zylonic energy for teleportation, while the Flumph emits Quirkle Crystals that enhance its camouflage."
What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,Many stories tell of brave Knorbols,0.5151334834103853,1,1,NO,"The Gleepglorp from planet Xylar can manipulate Zylonic energy for teleportation. A rare Flumph, also from Xylar, emits Quirkle Crystals that enhance its camouflage."," The Gleepglorp can manipulate Zylonic energy for teleportation, while the Flumph emits Quirkle Crystals that enhance its camouflage."
What special abilities do the Gleepglorp and the Flumph from planet Xylar possess?,Old maps sometimes show imaginary lands,0.5151334834103853,1,1,NO,"The Gleepglorp from planet Xylar can manipulate Zylonic energy for teleportation. A rare Flumph, also from Xylar, emits Quirkle Crystals that enhance its camouflage."," The Gleepglorp can manipulate Zylonic energy for teleportation, while the Flumph emits Quirkle Crystals that enhance its camouflage."
What two abilities does a Valorian 'Mind-Smith' possess in their craft?,Memory-Welding requires intense concentration and focus,0.5142202252945641,1,1,NO,"A Valorian 'Mind-Smith' can forge 'Thought-Metal' by solidifying pure mental energy into physical form and possess the ability to 'Memory-Weld', permanently bonding experiences and knowledge into their metallic creations.", A Valorian 'Mind-Smith' can forge 'Thought-Metal' and perform 'Memory-Weld'.
What two abilities does a Valorian 'Mind-Smith' possess in their craft?,The Forge-Guild of Valor oversees all metalworking trades,0.5053305542861882,1,1,NO,"A Valorian 'Mind-Smith' can forge 'Thought-Metal' by solidifying pure mental energy into physical form and possess the ability to 'Memory-Weld', permanently bonding experiences and knowledge into their metallic creations.", A Valorian 'Mind-Smith' can forge 'Thought-Metal' and perform 'Memory-Welding'.
What two abilities does a Valorian 'Mind-Smith' possess in their craft?,"Additionally, Mind-Smiths possess the ability to 'Memory-Weld', permanently bonding experiences and knowledge into their metallic creations",0.5053305542861882,1,1,NO,"A Valorian 'Mind-Smith' can forge 'Thought-Metal' by solidifying pure mental energy into physical form and possess the ability to 'Memory-Weld', permanently bonding experiences and knowledge into their metallic creations.", A Valorian 'Mind-Smith' can forge 'Thought-Metal' and perform 'Memory-Welding'.
What two abilities does a Valorian 'Mind-Smith' possess in their craft?,The Great Forge of Valor burns with eternal flames,0.5053305542861882,1,1,NO,"A Valorian 'Mind-Smith' can forge 'Thought-Metal' by solidifying pure mental energy into physical form and possess the ability to 'Memory-Weld', permanently bonding experiences and knowledge into their metallic creations.", A Valorian 'Mind-Smith' can forge 'Thought-Metal' and perform 'Memory-Welding'.
What two abilities does a Valorian 'Mind-Smith' possess in their craft?,Mind-Smiths undergo decades of mental conditioning,0.5053305542861882,1,1,NO,"A Valorian 'Mind-Smith' can forge 'Thought-Metal' by solidifying pure mental energy into physical form and possess the ability to 'Memory-Weld', permanently bonding experiences and knowledge into their metallic creations.", A Valorian 'Mind-Smith' can forge 'Thought-Metal' and perform 'Memory-Welding'.
What two abilities does a Valorian 'Mind-Smith' possess in their craft?,Valorian festivals celebrate the changing of the seasons,0.5053305542861882,1,1,NO,"A Valorian 'Mind-Smith' can forge 'Thought-Metal' by solidifying pure mental energy into physical form and possess the ability to 'Memory-Weld', permanently bonding experiences and knowledge into their metallic creations.", A Valorian 'Mind-Smith' can forge 'Thought-Metal' and perform 'Memory-Welding'.
What two abilities does a Valorian 'Mind-Smith' possess in their craft?,Thought-Metal items are highly prized throughout Valor,0.5053305542861882,1,1,NO,"A Valorian 'Mind-Smith' can forge 'Thought-Metal' by solidifying pure mental energy into physical form and possess the ability to 'Memory-Weld', permanently bonding experiences and knowledge into their metallic creations.", A Valorian 'Mind-Smith' can forge 'Thought-Metal' and perform 'Memory-Welding'.
What two abilities does a Valorian 'Mind-Smith' possess in their craft?,Valorian apprentices begin training at age twelve,0.5053305542861882,1,1,NO,"A Valorian 'Mind-Smith' can forge 'Thought-Metal' by solidifying pure mental energy into physical form and possess the ability to 'Memory-Weld', permanently bonding experiences and knowledge into their metallic creations.", A Valorian 'Mind-Smith' can forge 'Thought-Metal' and perform 'Memory-Welding'.
What's the value of the element obtained by mixing Aethelite and Pyron?,""", 'Pyron is a highly volatile element, typically existing as a superheated, ionized gas",0.5014713177105058,1,1,NO,The value lies in its unparalleled energy storage capacity., The value of the element obtained by mixing Aethelite and Pyron lies in its unparalleled energy storage capacity (Nitros).
What is the composition of the natural wonder of planet Ntunu?,"The 'Crystalline Spires' are primarily composed of a unique form of solidified light called 'Luxite', found only where the planet's magnetic fields intersect",0.4947386844932669,1,1,NO,"The 'Floating Islands of Aeridia' are primarily composed of a naturally buoyant mineral called 'Aeridium Ore', found only in atmospheric veins.", The Floating Islands of Aeridia are primarily composed of Aeridium Ore. The Living Bridges of Yggdras are primarily composed of Root-Weave.
What's the side effect of mixing Gravitium and Solara?,"Its crystalline structure allows for the efficient absorption and temporary storage of radiant energy, particularly visible light",0.4936131391577015,1,1,NO,the creation of a localized zone that disrupts kinetic energy transfer and dampens electromagnetic fields., The side effect of mixing Gravitium and Solara is the creation of a localized zone that disrupts kinetic energy transfer and dampens electromagnetic fields.
What's the side effect of mixing Gravitium and Solara?,"It possesses a unique atomic structure that naturally absorbs and mitigates kinetic force, making it resistant to impact",0.4936131391577015,1,1,NO,the creation of a localized zone that disrupts kinetic energy transfer and dampens electromagnetic fields., The side effect of mixing Gravitium and Solara is the creation of a localized zone that disrupts kinetic energy transfer and dampens electromagnetic fields.
What's the side effect of mixing Gravitium and Solara?,Gravitium exhibits remarkable chemical stability and remains solid even at immense temperatures,0.4936131391577015,1,1,NO,the creation of a localized zone that disrupts kinetic energy transfer and dampens electromagnetic fields., The side effect of mixing Gravitium and Solara is the creation of a localized zone that disrupts kinetic energy transfer and dampens electromagnetic fields.
